DateOfBirth|DateOfBirthDate|Age
3/22/2012|2012-03-22|6
2/2/1950|1950-02-02|68
10/19/1998|1998-10-19|20
2/21/1969|1969-02-21|49
5/18/2010|2010-05-18|8
7/30/2011|2011-07-30|7
11/13/1980|1980-11-13|38
7/24/1934|1934-07-24|84
6/1/1970|1970-06-01|48
12/2/2015|2015-12-02|3
6/28/2007|2007-06-28|11
11/14/1945|1945-11-14|73
7/18/1968|1968-07-18|50
1/1/1973|1973-01-01|45
2/2/2012|2012-02-02|6
3/17/1979|1979-03-17|39
12/18/1935|1935-12-18|83
12/21/1974|1974-12-21|44
10/19/2014|2014-10-19|4
10/24/1935|1935-10-24|83
7/21/1981|1981-07-21|37
10/14/2002|2002-10-14|16
7/30/1942|1942-07-30|76
1/25/1965|1965-01-25|53
1/13/1966|1966-01-13|52
6/22/1939|1939-06-22|79
11/16/1973|1973-11-16|45
8/30/1963|1963-08-30|55
6/24/1998|1998-06-24|20
6/8/2015|2015-06-08|3
5/17/1952|1952-05-17|66
1/24/1966|1966-01-24|52
6/22/1973|1973-06-22|45
8/26/1981|1981-08-26|37
2/24/2000|2000-02-24|18
3/6/1956|1956-03-06|62
12/11/1991|1991-12-11|27
2/20/1937|1937-02-20|81
6/4/1944|1944-06-04|74
5/2/1973|1973-05-02|45
5/19/1947|1947-05-19|71
2/20/1979|1979-02-20|39
4/16/2006|2006-04-16|12
11/6/2017|2017-11-06|1
7/17/1991|1991-07-17|27
7/7/1945|1945-07-07|73
4/15/1988|1988-04-15|30
3/9/2009|2009-03-09|9
3/18/2004|2004-03-18|14
1/3/1989|1989-01-03|29
5/8/1992|1992-05-08|26
5/28/1944|1944-05-28|74
7/12/1985|1985-07-12|33
1/6/1963|1963-01-06|55
6/26/1977|1977-06-26|41
5/26/1979|1979-05-26|39
7/4/2003|2003-07-04|15
8/30/1945|1945-08-30|73
1/3/1969|1969-01-03|49
7/18/2014|2014-07-18|4
4/15/2009|2009-04-15|9
6/10/2012|2012-06-10|6
1/3/1985|1985-01-03|33
1/23/1957|1957-01-23|61
7/4/1943|1943-07-04|75
4/24/1941|1941-04-24|77
2/18/1993|1993-02-18|25
11/26/1955|1955-11-26|63
1/19/1943|1943-01-19|75
9/12/2014|2014-09-12|4
8/1/2005|2005-08-01|13
6/23/1998|1998-06-23|20
8/30/1991|1991-08-30|27
12/10/1979|1979-12-10|39
1/4/1963|1963-01-04|55
5/21/2006|2006-05-21|12
4/12/1956|1956-04-12|62
8/14/2011|2011-08-14|7
10/13/1984|1984-10-13|34
8/10/1994|1994-08-10|24
5/3/1996|1996-05-03|22
5/23/1963|1963-05-23|55
2/5/2003|2003-02-05|15
7/10/1961|1961-07-10|57
10/2/1967|1967-10-02|51
2/11/1975|1975-02-11|43
7/13/1991|1991-07-13|27
11/25/1986|1986-11-25|32
1/23/1960|1960-01-23|58
10/9/1980|1980-10-09|38
1/4/1934|1934-01-04|84
8/21/1942|1942-08-21|76
7/28/1935|1935-07-28|83
6/3/2014|2014-06-03|4
8/4/1950|1950-08-04|68
3/2/1942|1942-03-02|76
3/18/1965|1965-03-18|53
1/26/2012|2012-01-26|6
2/14/2015|2015-02-14|3
1/10/1953|1953-01-10|65
4/10/2015|2015-04-10|3
6/17/1962|1962-06-17|56
9/4/1970|1970-09-04|48
6/8/1959|1959-06-08|59
3/27/1994|1994-03-27|24
3/19/1993|1993-03-19|25
2/1/1992|1992-02-01|26
2/14/1953|1953-02-14|65
10/15/1949|1949-10-15|69
4/8/1997|1997-04-08|21
11/27/1985|1985-11-27|33
1/23/2010|2010-01-23|8
6/9/1933|1933-06-09|85
8/21/1995|1995-08-21|23
7/25/1952|1952-07-25|66
4/3/1970|1970-04-03|48
3/7/1993|1993-03-07|25
12/5/1973|1973-12-05|45
2/19/1988|1988-02-19|30
11/22/1940|1940-11-22|78
7/4/2012|2012-07-04|6
2/9/2016|2016-02-09|2
10/5/2014|2014-10-05|4
9/18/2006|2006-09-18|12
12/9/2002|2002-12-09|16
2/20/1990|1990-02-20|28
2/26/1937|1937-02-26|81
4/26/1999|1999-04-26|19
12/20/1939|1939-12-20|79
10/3/1979|1979-10-03|39
4/13/1980|1980-04-13|38
6/14/1976|1976-06-14|42
11/15/2013|2013-11-15|5
9/14/1986|1986-09-14|32
10/7/1987|1987-10-07|31
5/21/1967|1967-05-21|51
11/15/1934|1934-11-15|84
12/29/1934|1934-12-29|84
3/17/1964|1964-03-17|54
10/24/1956|1956-10-24|62
3/22/2014|2014-03-22|4
4/21/1966|1966-04-21|52
2/19/2004|2004-02-19|14
2/6/1954|1954-02-06|64
6/12/1984|1984-06-12|34
2/12/1973|1973-02-12|45
9/15/1989|1989-09-15|29
7/29/2013|2013-07-29|5
7/10/1983|1983-07-10|35
2/9/1973|1973-02-09|45
9/2/2012|2012-09-02|6
8/17/1994|1994-08-17|24
3/18/1997|1997-03-18|21
7/8/1975|1975-07-08|43
10/21/1934|1934-10-21|84
6/15/1959|1959-06-15|59
11/2/1979|1979-11-02|39
8/4/1942|1942-08-04|76
1/21/1956|1956-01-21|62
10/22/1995|1995-10-22|23
5/1/1966|1966-05-01|52
4/14/1963|1963-04-14|55
11/23/1945|1945-11-23|73
9/27/2005|2005-09-27|13
2/4/2004|2004-02-04|14
12/23/1954|1954-12-23|64
4/4/1955|1955-04-04|63
12/8/2001|2001-12-08|17
10/2/1955|1955-10-02|63
6/20/2012|2012-06-20|6
1/14/2007|2007-01-14|11
2/5/2007|2007-02-05|11
8/14/1953|1953-08-14|65
2/15/1951|1951-02-15|67
9/6/1996|1996-09-06|22
4/13/1944|1944-04-13|74
1/3/1933|1933-01-03|85
6/16/2009|2009-06-16|9
7/14/1982|1982-07-14|36
2/14/1997|1997-02-14|21
3/14/1967|1967-03-14|51
12/21/1941|1941-12-21|77
12/2/1972|1972-12-02|46
1/9/2012|2012-01-09|6
1/4/1960|1960-01-04|58
1/8/1982|1982-01-08|36
2/16/1939|1939-02-16|79
12/13/1985|1985-12-13|33
12/17/1982|1982-12-17|36
4/16/2010|2010-04-16|8
6/17/1995|1995-06-17|23
10/29/2012|2012-10-29|6
8/22/1941|1941-08-22|77
9/9/1973|1973-09-09|45
1/1/1967|1967-01-01|51
12/16/1967|1967-12-16|51
9/29/1949|1949-09-29|69
10/9/2012|2012-10-09|6
7/1/1933|1933-07-01|85
7/21/1945|1945-07-21|73
3/17/1976|1976-03-17|42
5/7/1992|1992-05-07|26
6/12/1948|1948-06-12|70
8/14/1978|1978-08-14|40
3/27/1956|1956-03-27|62
10/12/1969|1969-10-12|49
7/9/1943|1943-07-09|75
7/25/1933|1933-07-25|85
1/1/1983|1983-01-01|35
2/4/1989|1989-02-04|29
4/4/1993|1993-04-04|25
11/26/1983|1983-11-26|35
2/6/1972|1972-02-06|46
3/16/1950|1950-03-16|68
8/3/1942|1942-08-03|76
8/18/1976|1976-08-18|42
7/23/1968|1968-07-23|50
1/2/1984|1984-01-02|34
7/20/1967|1967-07-20|51
2/11/1995|1995-02-11|23
7/12/1949|1949-07-12|69
10/9/1957|1957-10-09|61
9/10/1960|1960-09-10|58
12/20/2017|2017-12-20|1
12/9/1950|1950-12-09|68
11/26/1999|1999-11-26|19
1/11/1995|1995-01-11|23
3/16/1971|1971-03-16|47
2/9/1964|1964-02-09|54
3/12/1939|1939-03-12|79
9/1/1951|1951-09-01|67
1/22/2001|2001-01-22|17
10/26/1942|1942-10-26|76
3/30/1999|1999-03-30|19
6/19/1953|1953-06-19|65
8/19/1998|1998-08-19|20
12/1/1999|1999-12-01|19
9/8/1936|1936-09-08|82
12/22/2008|2008-12-22|10
4/15/2017|2017-04-15|1
10/7/2014|2014-10-07|4
5/28/1989|1989-05-28|29
8/3/1980|1980-08-03|38
12/27/1936|1936-12-27|82
3/25/1964|1964-03-25|54
4/21/2008|2008-04-21|10
4/17/1947|1947-04-17|71
6/22/1997|1997-06-22|21
10/8/2015|2015-10-08|3
3/28/1970|1970-03-28|48
10/29/1942|1942-10-29|76
4/19/1974|1974-04-19|44
6/1/1967|1967-06-01|51
3/29/1949|1949-03-29|69
9/2/1979|1979-09-02|39
9/16/1944|1944-09-16|74
12/20/1970|1970-12-20|48
10/29/1935|1935-10-29|83
9/19/1974|1974-09-19|44
2/13/1988|1988-02-13|30
12/5/1947|1947-12-05|71
11/28/2013|2013-11-28|5
6/25/1949|1949-06-25|69
12/3/1991|1991-12-03|27
3/21/1985|1985-03-21|33
11/3/1991|1991-11-03|27
1/8/1996|1996-01-08|22
2/27/1955|1955-02-27|63
7/3/2016|2016-07-03|2
11/22/1957|1957-11-22|61
7/3/1965|1965-07-03|53
5/25/1977|1977-05-25|41
3/24/2008|2008-03-24|10
3/16/1981|1981-03-16|37
5/26/2000|2000-05-26|18
4/29/2007|2007-04-29|11
10/26/1987|1987-10-26|31
11/4/1978|1978-11-04|40
11/25/1949|1949-11-25|69
12/10/1949|1949-12-10|69
11/17/2006|2006-11-17|12
4/13/1941|1941-04-13|77
2/24/2016|2016-02-24|2
10/20/2008|2008-10-20|10
3/23/1958|1958-03-23|60
6/22/1994|1994-06-22|24
2/8/1942|1942-02-08|76
8/4/1941|1941-08-04|77
11/19/2008|2008-11-19|10
4/14/2015|2015-04-14|3
9/7/2016|2016-09-07|2
9/11/1975|1975-09-11|43
11/7/1968|1968-11-07|50
10/30/1944|1944-10-30|74
3/23/1950|1950-03-23|68
6/13/1964|1964-06-13|54
1/27/1940|1940-01-27|78
10/8/1935|1935-10-08|83
3/14/1971|1971-03-14|47
1/23/2001|2001-01-23|17
11/4/1963|1963-11-04|55
10/14/1970|1970-10-14|48
10/24/1967|1967-10-24|51
9/7/1992|1992-09-07|26
12/27/1938|1938-12-27|80
9/18/1943|1943-09-18|75
8/26/2007|2007-08-26|11
11/18/1937|1937-11-18|81
6/28/1961|1961-06-28|57
6/14/1940|1940-06-14|78
8/27/1982|1982-08-27|36
10/26/1971|1971-10-26|47
10/14/2007|2007-10-14|11
12/21/1956|1956-12-21|62
5/12/1986|1986-05-12|32
12/25/1989|1989-12-25|29
4/16/1964|1964-04-16|54
12/13/2005|2005-12-13|13
4/1/2009|2009-04-01|9
2/10/1976|1976-02-10|42
4/10/1978|1978-04-10|40
2/3/1959|1959-02-03|59
8/6/1961|1961-08-06|57
3/28/1935|1935-03-28|83
8/20/1947|1947-08-20|71
6/15/1948|1948-06-15|70
8/16/1952|1952-08-16|66
9/5/1944|1944-09-05|74
9/20/2013|2013-09-20|5
5/20/2004|2004-05-20|14
9/19/1942|1942-09-19|76
4/8/1963|1963-04-08|55
5/11/1956|1956-05-11|62
5/3/1985|1985-05-03|33
9/10/1984|1984-09-10|34
9/26/1997|1997-09-26|21
4/13/1977|1977-04-13|41
5/19/2002|2002-05-19|16
5/12/1947|1947-05-12|71
11/2/1969|1969-11-02|49
3/27/1993|1993-03-27|25
1/26/1954|1954-01-26|64
10/3/1933|1933-10-03|85
12/10/1952|1952-12-10|66
7/11/1947|1947-07-11|71
5/2/1937|1937-05-02|81
9/24/1962|1962-09-24|56
4/3/1983|1983-04-03|35
4/11/1951|1951-04-11|67
11/14/2008|2008-11-14|10
11/5/1956|1956-11-05|62
5/19/1951|1951-05-19|67
10/27/1972|1972-10-27|46
4/10/1999|1999-04-10|19
8/27/1942|1942-08-27|76
2/1/1953|1953-02-01|65
1/5/1960|1960-01-05|58
2/24/1953|1953-02-24|65
1/23/1998|1998-01-23|20
12/20/1975|1975-12-20|43
4/3/1944|1944-04-03|74
11/18/2005|2005-11-18|13
11/29/1950|1950-11-29|68
11/29/1968|1968-11-29|50
10/1/2012|2012-10-01|6
2/18/1998|1998-02-18|20
10/2/1973|1973-10-02|45
7/24/2014|2014-07-24|4
1/24/1962|1962-01-24|56
6/10/1959|1959-06-10|59
12/24/2006|2006-12-24|12
8/29/1954|1954-08-29|64
4/23/1951|1951-04-23|67
1/9/1955|1955-01-09|63
11/6/1934|1934-11-06|84
4/10/1947|1947-04-10|71
12/28/2003|2003-12-28|15
1/6/1942|1942-01-06|76
3/24/1982|1982-03-24|36
7/26/1960|1960-07-26|58
11/12/2005|2005-11-12|13
7/28/1991|1991-07-28|27
9/5/1948|1948-09-05|70
7/26/1938|1938-07-26|80
3/23/2007|2007-03-23|11
12/20/2000|2000-12-20|18
3/22/1983|1983-03-22|35
6/13/1971|1971-06-13|47
10/29/1966|1966-10-29|52
9/14/1985|1985-09-14|33
11/22/1949|1949-11-22|69
5/5/2011|2011-05-05|7
4/11/2007|2007-04-11|11
12/19/1956|1956-12-19|62
10/14/1946|1946-10-14|72
3/25/1938|1938-03-25|80
10/8/1967|1967-10-08|51
9/10/1942|1942-09-10|76
5/13/1942|1942-05-13|76
4/24/2013|2013-04-24|5
7/1/2016|2016-07-01|2
11/20/1991|1991-11-20|27
12/24/1942|1942-12-24|76
11/18/1985|1985-11-18|33
4/6/1958|1958-04-06|60
4/21/1941|1941-04-21|77
4/16/1933|1933-04-16|85
3/27/1942|1942-03-27|76
1/5/1953|1953-01-05|65
10/1/1967|1967-10-01|51
12/2/1995|1995-12-02|23
4/13/1979|1979-04-13|39
6/26/1985|1985-06-26|33
12/9/1999|1999-12-09|19
10/27/1934|1934-10-27|84
10/13/1986|1986-10-13|32
1/3/1946|1946-01-03|72
12/29/1992|1992-12-29|26
11/11/1956|1956-11-11|62
6/24/1944|1944-06-24|74
9/5/1974|1974-09-05|44
11/29/1999|1999-11-29|19
10/1/1980|1980-10-01|38
6/24/1997|1997-06-24|21
3/12/2003|2003-03-12|15
8/9/1933|1933-08-09|85
4/24/1996|1996-04-24|22
1/30/2011|2011-01-30|7
4/13/1939|1939-04-13|79
6/1/1938|1938-06-01|80
4/8/1940|1940-04-08|78
3/28/1944|1944-03-28|74
1/2/2008|2008-01-02|10
5/16/1967|1967-05-16|51
1/24/1983|1983-01-24|35
2/24/2012|2012-02-24|6
9/13/1977|1977-09-13|41
11/25/1962|1962-11-25|56
6/14/2017|2017-06-14|1
9/29/1982|1982-09-29|36
9/27/2000|2000-09-27|18
2/24/1942|1942-02-24|76
2/15/1977|1977-02-15|41
5/26/1951|1951-05-26|67
8/6/1955|1955-08-06|63
6/7/1954|1954-06-07|64
2/10/1989|1989-02-10|29
7/17/1948|1948-07-17|70
10/12/2002|2002-10-12|16
11/17/1937|1937-11-17|81
10/21/1981|1981-10-21|37
6/4/1978|1978-06-04|40
5/1/2011|2011-05-01|7
4/12/1959|1959-04-12|59
1/7/1982|1982-01-07|36
9/1/1990|1990-09-01|28
12/17/1954|1954-12-17|64
8/6/1986|1986-08-06|32
4/9/1964|1964-04-09|54
6/7/1972|1972-06-07|46
8/16/2014|2014-08-16|4
9/5/1946|1946-09-05|72
6/1/1937|1937-06-01|81
9/21/1956|1956-09-21|62
3/22/1944|1944-03-22|74
5/5/1948|1948-05-05|70
4/27/1981|1981-04-27|37
11/26/1944|1944-11-26|74
6/6/2013|2013-06-06|5
6/28/1987|1987-06-28|31
5/20/1999|1999-05-20|19
5/11/2009|2009-05-11|9
8/9/1935|1935-08-09|83
12/6/1933|1933-12-06|85
4/22/2005|2005-04-22|13
3/2/2009|2009-03-02|9
4/4/1982|1982-04-04|36
5/10/1939|1939-05-10|79
1/25/1984|1984-01-25|34
2/1/1957|1957-02-01|61
8/9/2001|2001-08-09|17
7/16/1998|1998-07-16|20
3/25/1985|1985-03-25|33
2/20/1965|1965-02-20|53
7/11/2005|2005-07-11|13
4/19/1994|1994-04-19|24
1/7/1945|1945-01-07|73
1/6/1944|1944-01-06|74
9/29/2003|2003-09-29|15
4/12/1960|1960-04-12|58
9/16/1977|1977-09-16|41
3/11/1956|1956-03-11|62
1/21/2008|2008-01-21|10
4/29/1950|1950-04-29|68
3/5/1952|1952-03-05|66
11/22/2017|2017-11-22|1
2/2/1948|1948-02-02|70
9/17/2002|2002-09-17|16
12/27/1943|1943-12-27|75
4/28/1979|1979-04-28|39
11/12/1970|1970-11-12|48
7/12/1950|1950-07-12|68
11/7/2017|2017-11-07|1
12/24/2014|2014-12-24|4
11/25/1950|1950-11-25|68
6/14/1935|1935-06-14|83
4/12/1946|1946-04-12|72
5/18/1986|1986-05-18|32
6/16/1974|1974-06-16|44
10/5/1997|1997-10-05|21
8/30/2001|2001-08-30|17
10/11/1937|1937-10-11|81
3/20/1995|1995-03-20|23
12/1/1970|1970-12-01|48
3/6/1979|1979-03-06|39
8/23/1956|1956-08-23|62
2/13/1995|1995-02-13|23
5/29/1966|1966-05-29|52
10/16/1978|1978-10-16|40
9/4/2001|2001-09-04|17
3/3/2004|2004-03-03|14
2/9/1939|1939-02-09|79
2/4/1999|1999-02-04|19
4/9/1975|1975-04-09|43
9/10/2003|2003-09-10|15
2/4/1965|1965-02-04|53
3/26/1966|1966-03-26|52
1/20/1998|1998-01-20|20
7/30/1935|1935-07-30|83
12/14/2003|2003-12-14|15
8/23/1979|1979-08-23|39
6/3/2013|2013-06-03|5
6/14/2009|2009-06-14|9
3/24/1986|1986-03-24|32
7/20/1948|1948-07-20|70
2/20/1986|1986-02-20|32
1/7/1954|1954-01-07|64
5/23/1969|1969-05-23|49
9/19/1935|1935-09-19|83
9/11/1946|1946-09-11|72
4/4/2004|2004-04-04|14
6/19/1981|1981-06-19|37
6/21/1937|1937-06-21|81
2/21/1967|1967-02-21|51
6/25/2006|2006-06-25|12
5/11/1984|1984-05-11|34
6/15/1954|1954-06-15|64
4/15/2013|2013-04-15|5
7/2/1978|1978-07-02|40
11/22/1961|1961-11-22|57
6/17/2001|2001-06-17|17
5/9/1968|1968-05-09|50
1/22/1977|1977-01-22|41
5/28/1941|1941-05-28|77
11/28/2001|2001-11-28|17
7/29/1970|1970-07-29|48
6/10/2009|2009-06-10|9
11/8/1957|1957-11-08|61
1/28/1986|1986-01-28|32
8/20/2014|2014-08-20|4
6/4/1951|1951-06-04|67
1/11/1979|1979-01-11|39
2/13/1983|1983-02-13|35
2/27/1981|1981-02-27|37
6/13/1942|1942-06-13|76
7/14/1959|1959-07-14|59
11/1/1958|1958-11-01|60
7/20/2001|2001-07-20|17
11/7/1957|1957-11-07|61
3/4/1956|1956-03-04|62
5/11/2001|2001-05-11|17
8/22/2016|2016-08-22|2
4/22/1948|1948-04-22|70
6/8/2013|2013-06-08|5
7/3/1949|1949-07-03|69
11/27/1939|1939-11-27|79
3/6/1991|1991-03-06|27
10/20/1962|1962-10-20|56
4/9/1969|1969-04-09|49
4/25/1951|1951-04-25|67
4/3/2006|2006-04-03|12
6/25/1939|1939-06-25|79
2/8/2005|2005-02-08|13
10/26/1991|1991-10-26|27
11/2/1937|1937-11-02|81
3/10/1945|1945-03-10|73
2/3/1949|1949-02-03|69
8/26/1948|1948-08-26|70
10/30/1940|1940-10-30|78
4/22/1972|1972-04-22|46
2/5/1941|1941-02-05|77
2/3/1948|1948-02-03|70
3/24/1953|1953-03-24|65
12/15/1987|1987-12-15|31
4/28/1960|1960-04-28|58
1/4/2016|2016-01-04|2
8/6/1978|1978-08-06|40
11/24/2016|2016-11-24|2
3/14/1958|1958-03-14|60
12/24/1940|1940-12-24|78
3/30/2009|2009-03-30|9
11/28/1952|1952-11-28|66
7/4/1979|1979-07-04|39
11/10/1985|1985-11-10|33
6/8/1996|1996-06-08|22
7/13/1988|1988-07-13|30
3/15/1956|1956-03-15|62
4/23/1967|1967-04-23|51
3/11/1936|1936-03-11|82
9/26/1948|1948-09-26|70
10/6/1954|1954-10-06|64
12/4/1944|1944-12-04|74
2/7/1974|1974-02-07|44
7/23/1990|1990-07-23|28
12/30/1962|1962-12-30|56
12/20/1996|1996-12-20|22
7/19/1962|1962-07-19|56
9/25/2017|2017-09-25|1
6/21/2003|2003-06-21|15
7/18/1940|1940-07-18|78
12/25/1959|1959-12-25|59
10/5/1947|1947-10-05|71
9/23/1952|1952-09-23|66
11/24/1934|1934-11-24|84
10/23/2013|2013-10-23|5
6/24/2007|2007-06-24|11
8/26/1976|1976-08-26|42
9/23/2007|2007-09-23|11
6/12/1968|1968-06-12|50
11/2/1967|1967-11-02|51
2/25/1935|1935-02-25|83
1/1/2002|2002-01-01|16
7/6/1946|1946-07-06|72
4/12/1977|1977-04-12|41
5/22/1971|1971-05-22|47
1/27/2003|2003-01-27|15
12/1/1940|1940-12-01|78
7/26/2010|2010-07-26|8
6/7/1995|1995-06-07|23
10/9/1936|1936-10-09|82
10/27/1994|1994-10-27|24
12/23/1994|1994-12-23|24
2/22/2006|2006-02-22|12
9/27/1996|1996-09-27|22
12/12/1987|1987-12-12|31
6/11/1970|1970-06-11|48
8/14/1938|1938-08-14|80
4/27/1978|1978-04-27|40
2/15/1937|1937-02-15|81
10/13/2008|2008-10-13|10
9/11/1976|1976-09-11|42
12/28/2015|2015-12-28|3
5/7/1939|1939-05-07|79
4/18/1939|1939-04-18|79
4/1/1973|1973-04-01|45
12/5/2004|2004-12-05|14
3/16/2003|2003-03-16|15
9/26/2016|2016-09-26|2
10/2/1952|1952-10-02|66
12/19/1950|1950-12-19|68
10/6/1941|1941-10-06|77
12/21/2014|2014-12-21|4
2/18/1934|1934-02-18|84
6/29/1978|1978-06-29|40
12/26/1990|1990-12-26|28
8/24/2012|2012-08-24|6
12/5/1982|1982-12-05|36
1/19/1989|1989-01-19|29
7/2/2010|2010-07-02|8
11/12/2006|2006-11-12|12
12/16/1985|1985-12-16|33
7/11/1966|1966-07-11|52
10/27/1960|1960-10-27|58
4/21/1977|1977-04-21|41
4/21/1979|1979-04-21|39
4/7/1934|1934-04-07|84
8/1/1954|1954-08-01|64
6/21/1971|1971-06-21|47
7/11/1986|1986-07-11|32
9/18/1974|1974-09-18|44
1/30/1981|1981-01-30|37
7/3/1960|1960-07-03|58
4/4/1969|1969-04-04|49
2/21/1954|1954-02-21|64
5/7/2008|2008-05-07|10
6/14/1963|1963-06-14|55
8/8/2011|2011-08-08|7
2/16/1965|1965-02-16|53
9/9/2014|2014-09-09|4
1/19/1979|1979-01-19|39
12/8/1943|1943-12-08|75
9/22/1993|1993-09-22|25
10/11/1945|1945-10-11|73
3/9/2008|2008-03-09|10
9/20/2012|2012-09-20|6
4/2/1948|1948-04-02|70
7/2/2008|2008-07-02|10
3/27/1961|1961-03-27|57
7/22/1969|1969-07-22|49
6/17/1986|1986-06-17|32
9/4/2003|2003-09-04|15
10/12/1945|1945-10-12|73
8/24/2014|2014-08-24|4
10/25/1993|1993-10-25|25
6/28/2009|2009-06-28|9
11/4/1956|1956-11-04|62
10/13/1999|1999-10-13|19
8/14/1952|1952-08-14|66
10/24/1981|1981-10-24|37
4/6/1964|1964-04-06|54
7/11/1934|1934-07-11|84
1/15/1999|1999-01-15|19
10/29/1947|1947-10-29|71
3/19/1956|1956-03-19|62
3/24/1958|1958-03-24|60
6/21/1954|1954-06-21|64
2/17/2011|2011-02-17|7
11/21/1984|1984-11-21|34
8/2/1946|1946-08-02|72
8/12/1985|1985-08-12|33
9/8/1981|1981-09-08|37
2/13/1972|1972-02-13|46
2/3/1972|1972-02-03|46
6/16/1948|1948-06-16|70
12/15/2000|2000-12-15|18
4/10/1988|1988-04-10|30
6/4/1940|1940-06-04|78
6/20/1982|1982-06-20|36
8/14/1987|1987-08-14|31
7/7/1971|1971-07-07|47
9/15/1954|1954-09-15|64
10/10/1979|1979-10-10|39
6/2/1954|1954-06-02|64
5/11/1977|1977-05-11|41
5/20/1946|1946-05-20|72
1/8/1980|1980-01-08|38
7/5/1986|1986-07-05|32
12/9/1953|1953-12-09|65
10/16/1982|1982-10-16|36
1/18/2016|2016-01-18|2
3/26/2007|2007-03-26|11
7/7/2009|2009-07-07|9
2/15/2017|2017-02-15|1
11/29/1934|1934-11-29|84
1/1/1939|1939-01-01|79
6/8/1961|1961-06-08|57
11/15/2000|2000-11-15|18
5/4/2013|2013-05-04|5
1/23/1975|1975-01-23|43
12/30/1952|1952-12-30|66
4/14/2003|2003-04-14|15
8/6/1971|1971-08-06|47
4/24/1976|1976-04-24|42
7/27/1971|1971-07-27|47
2/26/1947|1947-02-26|71
3/11/1955|1955-03-11|63
3/4/1954|1954-03-04|64
12/27/1940|1940-12-27|78
5/17/1993|1993-05-17|25
10/5/1973|1973-10-05|45
3/18/1979|1979-03-18|39
8/13/1975|1975-08-13|43
10/7/2001|2001-10-07|17
5/10/1969|1969-05-10|49
4/25/1969|1969-04-25|49
12/22/2001|2001-12-22|17
7/3/1985|1985-07-03|33
5/22/1963|1963-05-22|55
10/26/1958|1958-10-26|60
12/25/1956|1956-12-25|62
3/13/1995|1995-03-13|23
9/16/1943|1943-09-16|75
6/13/1977|1977-06-13|41
10/26/1944|1944-10-26|74
6/21/1999|1999-06-21|19
4/3/1947|1947-04-03|71
8/25/1991|1991-08-25|27
12/19/1969|1969-12-19|49
2/8/1974|1974-02-08|44
7/1/1991|1991-07-01|27
2/10/1962|1962-02-10|56
11/1/1976|1976-11-01|42
4/19/1957|1957-04-19|61
4/15/1959|1959-04-15|59
6/22/1957|1957-06-22|61
7/27/1953|1953-07-27|65
2/14/1933|1933-02-14|85
8/10/1999|1999-08-10|19
4/8/1933|1933-04-08|85
8/16/2002|2002-08-16|16
10/29/1956|1956-10-29|62
4/18/1973|1973-04-18|45
11/29/1991|1991-11-29|27
5/12/1969|1969-05-12|49
2/13/1958|1958-02-13|60
3/18/2006|2006-03-18|12
9/11/1964|1964-09-11|54
7/17/1976|1976-07-17|42
7/18/1936|1936-07-18|82
6/20/1998|1998-06-20|20
1/14/1944|1944-01-14|74
11/20/1980|1980-11-20|38
10/9/1939|1939-10-09|79
4/8/1958|1958-04-08|60
5/7/1978|1978-05-07|40
9/5/2013|2013-09-05|5
12/12/2001|2001-12-12|17
11/5/2013|2013-11-05|5
11/8/1981|1981-11-08|37
6/23/1943|1943-06-23|75
12/13/1934|1934-12-13|84
4/10/1959|1959-04-10|59
9/7/2010|2010-09-07|8
10/15/1998|1998-10-15|20
1/12/1956|1956-01-12|62
12/6/1944|1944-12-06|74
2/23/1960|1960-02-23|58
3/5/1955|1955-03-05|63
12/1/1959|1959-12-01|59
12/11/1970|1970-12-11|48
4/12/1978|1978-04-12|40
3/2/2002|2002-03-02|16
1/30/2009|2009-01-30|9
1/6/2012|2012-01-06|6
8/25/2011|2011-08-25|7
6/27/1998|1998-06-27|20
10/10/1937|1937-10-10|81
8/30/2015|2015-08-30|3
1/4/2011|2011-01-04|7
8/23/1947|1947-08-23|71
9/23/1944|1944-09-23|74
4/22/2016|2016-04-22|2
6/2/1944|1944-06-02|74
6/27/2002|2002-06-27|16
5/16/1960|1960-05-16|58
7/17/1960|1960-07-17|58
5/5/1943|1943-05-05|75
7/21/1933|1933-07-21|85
11/6/1968|1968-11-06|50
9/13/2013|2013-09-13|5
9/21/1952|1952-09-21|66
10/28/1961|1961-10-28|57
10/4/1936|1936-10-04|82
12/12/1945|1945-12-12|73
2/4/1955|1955-02-04|63
8/21/1937|1937-08-21|81
11/2/1983|1983-11-02|35
2/26/1949|1949-02-26|69
2/6/1992|1992-02-06|26
7/13/1941|1941-07-13|77
3/21/1981|1981-03-21|37
8/23/1986|1986-08-23|32
12/17/1949|1949-12-17|69
4/23/1984|1984-04-23|34
12/15/1969|1969-12-15|49
9/12/1998|1998-09-12|20
5/10/1979|1979-05-10|39
5/27/1974|1974-05-27|44
1/19/1965|1965-01-19|53
8/20/1999|1999-08-20|19
12/7/1995|1995-12-07|23
7/23/1993|1993-07-23|25
8/18/1990|1990-08-18|28
11/18/1964|1964-11-18|54
12/18/1943|1943-12-18|75
10/4/1957|1957-10-04|61
12/12/1972|1972-12-12|46
7/7/1999|1999-07-07|19
1/25/1942|1942-01-25|76
3/17/2003|2003-03-17|15
5/11/1946|1946-05-11|72
11/10/2010|2010-11-10|8
9/12/1979|1979-09-12|39
